action	lane	given	key	start_line	old_status	new_status	how	reasons	sentence	row_note
SAME-GRADE	jacobson	LINE:1145	61b6abd03b91	1159	formalized	formalized	line 1145->1159 match 1.20>0.48		The rank four is three plus one.	rows/jacobson.tsv: "The rank four is three plus one." LANDED 8e0bf35e2 (compiled, probe 0911-204249-81394) [census merge 4c3d9dd02]
SAME-GRADE+UNION2	jacobson	LINE:1135,LINE:1136	7c69447e3d41	1148	formalized	formalized	line 1135->1149 match 0.97>0.33; line 1136->1150 match 1.00>0.21		Over $\F_2$ every element of $\GL_{\mathrm{fs}}(V^n)$ is a product of transvections, and each transvection is a relative root $e_{ij}(f_{uv})$ or, inside one co	rows/jacobson.tsv: "Over F_2 every element of GL_fs(V^n) is a product of transvections": GL_fs(V^n) is generated by the basis transvections, each an involution. LANDED 787ebf06f (compiled, probe 0911-214516-65311) | rows/jacobson.tsv: "each transvection is a relative root e_ij(f_uv) or, inside one c
SAME-GRADE+UNION2	jacobson	LINE:1122,b47d06c5c362	b47d06c5c362	1136	formalized	formalized	line 1122->1136 only-candidate; key		The Toeplitz--Jacobson algebra $J=\F_2\langle s,t\mid ts=1\rangle$ has $1-st\ne0$ of order two, while $J/J(1-st)J\cong\F_2[z,z^{-1}]\ne0$, so $1-st$ is not full	rows/jacobson.tsv: "J = F_2<s,t | ts=1> has 1-st != 0 of order two, while J/J(1-st)J = F_2[z,z^{-1}] != 0, so 1-st is not full": the symbol J -> F_2[z,z^{-1}] of banded shift operators is surjective with kernel J(1-st)J, which is proper. LANDED 71e6a0dc1 (compiled, probe 0911-222217-53098) | rows/ja
SAME-GRADE+UNION2	jacobson	LINE:1127,11137e57b26d	11137e57b26d	1141	formalized	formalized	line 1127->1141 match 1.20>0.30; key		The algebra $J$ acts faithfully on $V=\F_2^{(\mathbb N)}$ by the shift, $e=1-st$ is the projection onto the first vector $b_0$ of the standard basis $(b_j)$, an	rows/jacobson.tsv: "J acts faithfully on V by the shift, e = 1-st is the projection onto b_0, and JeJ is the ring of matrices with finitely many nonzero entries". LANDED 71e6a0dc1 (compiled, probe 0911-222217-53098) | rows/jacobson.tsv: jacobson: "The algebra J acts faithfully on V=F_2^(N) by the sh
SAME-GRADE+UNION2	jacobson	LINE:1126,0a08ffd095d6	0a08ffd095d6	1140	formalized	formalized	line 1126->1140 match 1.20>1.00; key		For $J$ the inclusion of Proposition~\ref{prop:torsion-defect-ring} is an equality.	rows/jacobson.tsv: "For J the inclusion of Proposition prop:torsion-defect-ring is an equality": Rad_MF(EL_n(J)) = EL_n(J,JeJ) for n >= 4. LANDED c2c89c3fd (compiled, probe 0911-232435-14465) | rows/jacobson.tsv: jacobson: "For J the inclusion of Proposition prop:torsion-defect-ring is an equality",
SAME-GRADE+UNION2	jacobson	LINE:1133,d5e56b196927	d5e56b196927	1147	formalized	formalized	line 1133->1147 match 1.20>0.13; key		The kernel of $\EL_n(J)\to\EL_n(\F_2[z,z^{-1}])$ lies in $\GL_{\mathrm{fs}}(V^n)$.	rows/jacobson.tsv: "The kernel of EL_n(J) -> EL_n(F_2[z,z^{-1}]) lies in GL_fs(V^n)." LANDED c2c89c3fd (compiled, probe 0911-232435-14465) | rows/jacobson.tsv: jacobson: "The kernel of EL_n(J) -> EL_n(F_2[z,z^{-1}]) lies in GL_fs(V^n)", for the presented algebra. PrintedToeplitzJacobsonKernelFinitar
SAME-GRADE+UNION2	jacobson	LINE:1157,c149d33e8f7e	c149d33e8f7e	1171	formalized	formalized	line 1157->1171 match 1.20>0.25; key		The two results are complementary: fullness gives trivial MF images at every rank $n\ge2$, torsion of the defect gives non-MF at rank four with no fullness.	rows/jacobson.tsv: "The two results are complementary: fullness gives trivial MF images at every rank n>=2, torsion of the defect gives non-MF at rank four with no fullness." LANDED 7b3522d80 (compiled, probe 0911-225742-69737) | rows/jacobson.tsv: jacobson: "The two results are complementary: fulln
SAME-GRADE+UNION3	leavitt-ge,leavitt-k1,leavitt-units	LINE:1312,4321530b3fec,4321530b3fec	4321530b3fec	1325	formalized	formalized	line 1312->1326 match 0.60>0.44; key		Khanh--Thanh show that $\GL_d(R)=\EL_d(R)D_d(k)$, where $D_d(k)$ is the abelian group of diagonal matrices with entries in $k^\times$, which normalizes $\EL_d(R	rows/leavitt-ge.tsv: cor:leavitt-mf-quotient proof, "Khanh--Thanh show that GL_d(R)=EL_d(R)D_d(k)": the cited result for R=L_k(1,d), every field k and d>=2, as the closed proposition PrintedKhanhThanhDecompositionEveryArity under #audit_closed_axioms, with no literature input (arity-d pencil develop
REPLACE+UNION3	leavitt-ge,leavitt-units,ms-core-1	LINE:1315,f6962254d259,f6962254d259	f6962254d259	1329	formalized	formalized	line 1315->1329 starts-at-line; key		So $[H,H]\le\EL_d(R)$, while $\EL_d(R)\le[H,H]$ because every homomorphism from $\EL_d(R)$ to an MF group is trivial (Theorem~\ref{thm:full-defect-ring}).	rows/leavitt-ge.tsv: cor:leavitt-mf-quotient proof, "So [H,H] <= EL_d(R)": the printed-route consequence of the decomposition (abelian D_d(k), normal EL_d(R)) instantiated with the closed decomposition, as the closed proposition CommutatorInElementaryPrintedEveryArity under #audit_closed_axioms, eve
SAME-GRADE	leavitt-k1	6aef426dfc7a	6aef426dfc7a	1313	formalized	formalized	key		Then $H\cong\GL_d(R)$, and under this identification $\Rad_{\mathrm{MF}}(H)=[H,H]=\EL_d(R)$ and	rows/leavitt-k1.tsv: cor:leavitt-mf-quotient, every clause: H = GL_d(R), Rad_MF(H) = [H,H] = EL_d(R), H/[H,H] = K_1(R), and K_1(R) = k^x/(k^x)^{d-1}, every countable field k and every d >= 2 (closed Prop PrintedLeavittMFQuotientFull); the display H/EL_d(R) = K_1(R) = k^x/(k^x)^{d-1} literally at EL_
SAME-GRADE	leavitt-k1	6d3ca647302e	6d3ca647302e	1334	formalized	formalized	key		For $d=2$ the quotient is trivial for every countable field $k$, so every homomorphism from $L_k(1,2)^\times$ to an MF group is trivial. For $k=\mathbb F_q$ the	rows/leavitt-k1.tsv: tex 1320-1322 'For d=2 the quotient is trivial for every countable field k, so every homomorphism from L_k(1,2)^x to an MF group is trivial. For k=F_q the quotient is cyclic of order gcd(q-1,d-1).': now at the printed quotient of L_k(1,d), not only at the answer group. d = 2: GL
SAME-GRADE	leavitt-units	7916c8696def	7916c8696def	1321	formalized	formalized	key		The maps $x\mapsto(t_1x,\dots,t_dx)$ and $(y_1,\dots,y_d)\mapsto\sum_is_iy_i$ are mutually inverse isomorphisms of right $R$-modules between $R$ and $R^d$, so $	rows/leavitt-units.tsv: tex 1307 'The maps x -> (t_1x,...,t_dx) and (y_1,...,y_d) -> sum_i s_iy_i are mutually inverse isomorphisms of right R-modules between R and R^d, so R = M_d(R) and H = GL_d(R)', every clause, every countable field k and every d >= 2 (closed Prop PrintedLeavittUnitsRightModule
SAME-GRADE	leavitt-units	dcf6fa4be4de	dcf6fa4be4de	1312	definition	definition	key		Let $k$ be a countable field, let $d\ge2$, let $R=L_k(1,d)$, and let $H=R^\times$.	rows/leavitt-units.tsv: tex 1298 'Let k be a countable field, let d >= 2, let R = L_k(1,d), and let H = R^x': naming only; R = L_k(1,d) is AryLeavittAlgebra k d with generators genS (s_i) and genT (t_i), H = (AryLeavittAlgebra k d)^x, and k countable, d >= 2 are the binders of the environment's clos
SAME-GRADE	ms-binary	a71f65809e0b	a71f65809e0b	1184	formalized	formalized	key		The relations give $t_0s_0=1$ and $t_1(1-s_0t_0)s_1=1$, so $R$ satisfies the hypothesis of Theorem~\ref{thm:full-defect-ring}, and every homomorphism from $H$ t	rows/ms-binary.tsv: printed route: R satisfies the thm:full-defect-ring hypothesis (s=s0, t=t0, fullness witness t1(1-s0t0)s1) and the closed every-rank thm:full-defect-ring endpoint at n=4 kills every MF homomorphism; LANDED eb25dd606 (probe 0913-171216-1123 GREEN) [census merge 4c3d9dd02]
SAME-GRADE	ms-binary	8ed259b70c4a	8ed259b70c4a	1208	formalized	formalized	key		It is nontrivial, and every homomorphism from it to an MF group is trivial, so $H$ is not MF\@.	rows/ms-binary.tsv: printed route: nontrivial plus every MF homomorphism trivial, applied to the identity, so H is not MF; LANDED eb25dd606 [census merge 4c3d9dd02]
SAME-GRADE	ms-binary	ecb74cabf11a	ecb74cabf11a	1211	formalized	formalized	key		Since $R\ne0$ satisfies the hypothesis of Theorem~\ref{thm:full-defect-ring}, Corollary~\ref{cor:one-sided-ring-maximal} shows that $C^*_{\mathrm r}(H)$ is sepa	rows/ms-binary.tsv: printed route: closed every-rank cor:one-sided-ring-maximal endpoint at R, s0, t0, n=4: C*_r(H) separable, stably finite, not MF, and a literal proper isometry star v * v = 1, v not a unit, in C*_max(H); LANDED eb25dd606 [census merge 4c3d9dd02]
SAME-GRADE	ms-compress-1	629f562df6bc	629f562df6bc	410	definition	definition	key		An \emph{operator norm asymptotic representation} of a group $G$ is a sequence of maps $V_n\colon G\to\U(d_n)$ such that $V_n(1)=1$ and	rows/ms-compress-1.tsv: ms-compress-1: tex 410-415 as printed, a structure with the field V_n(1) = 1; printedAsymptoticRepresentationNormalization shows it carries the same asymptotic data as OpAlmostRepresentation (whose docstring claim that V_n(1)=1 is built in is false) (LANDED aae8a52a1, probe G
SAME-GRADE+UNION2	ms-compress-1,sec2-sentences	630db09c6f46,630db09c6f46	630db09c6f46	434	definition	definition	key		Coordinatewise conjugation by $V_n(g)$ defines a bijection, denoted $\operatorname{Ad}(V(g))$, of the Hilbert--Schmidt bounded matrix sequences.	rows/ms-compress-1.tsv: ms-compress-1: tex 434-436, Ad(V(g)) is a bijection of the Hilbert-Schmidt bounded sequences at the printed domain (Set.BijOn), closed endpoint (LANDED aae8a52a1) | rows/sec2-sentences.tsv: sec2-sentences: reconfirm; CompressionSentencesA LANDED 1b3021bfe, compiled 0911-21065
SAME-GRADE	ms-compress-1	daecb970c06a	daecb970c06a	455	formalized	formalized	key		So $A$ is finite, and so is $M_k(A)$, which is the corona with matrix sizes $km_n$.	rows/ms-compress-1.tsv: ms-compress-1: tex 455-456 along the printed route, M_k(A) finite because it is the corona of sizes km_n (matrixCoronaAmplificationEquiv); names the theorem sentence_36cd63cf2803_isomorphism instead of the Prop (LANDED aae8a52a1) [census merge 4c3d9dd02]
SAME-GRADE	ms-compress-1	a8e4ac99b640	a8e4ac99b640	364	formalized	formalized	key		Every homomorphism from $G$ to an MF group is trivial on $K$ if and only if every corona homomorphism from $G$ is trivial on $K$.	rows/ms-compress-1.tsv: ms-compress-1: tex 364-366, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904) [census merge 4c3d9dd02]
SAME-GRADE	ms-compress-1	3bd1b6ab184a	3bd1b6ab184a	367	formalized	formalized	key		If $A$ embeds in a norm matrix corona, then $G$ is MF\@.	rows/ms-compress-1.tsv: ms-compress-1: tex 366-368, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904) [census merge 4c3d9dd02]
SAME-GRADE	ms-compress-1	fd2cafafd8fa	fd2cafafd8fa	395	formalized	formalized	key		For an actual representation $\rho\colon G\to\U(d)$ and $u\in G$ with $uLu^{-1}\le L$, the commutant $\mathcal C=\rho(L)'\subseteq M_d(\C)$ satisfies $\rho(u)^*	rows/ms-compress-1.tsv: ms-compress-1: tex 395-400, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904) [census merge 4c3d9dd02]
SAME-GRADE	ms-compress-1	240357aed76a	240357aed76a	402	formalized	formalized	key		Property~\textup{(T)} supplies a Kazhdan projection in its place, and stable finiteness of the corona replaces the dimension count.	rows/ms-compress-1.tsv: ms-compress-1: tex 402-403, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904) [census merge 4c3d9dd02]
SAME-GRADE+UNION2	ms-compress-1,ms-traces-3	53fd5ea7d3d0,53fd5ea7d3d0	53fd5ea7d3d0	1380	structural	structural	key		First suppose $X$ is a subshift over a finite alphabet.	rows/ms-compress-1.tsv: ms-compress-1 (census successor for chain-words, down): tex 1380, "First suppose X is a subshift over a finite alphabet." Setup of the subshift case. The subshift hypotheses appear as the ordinary hypotheses of the symbolic lemmas: shift invariance `∀ n, Set.MapsTo (shift n)
SAME-GRADE+UNION2	ms-compress-1,ms-traces-3	9bc3873fb872,9bc3873fb872	9bc3873fb872	1380	definition	definition	key		Its word graph at level $r$ has the length-$r$ words as vertices and the length-$(r+1)$ words as edges, from prefix to suffix.	rows/ms-compress-1.tsv: ms-compress-1 (census successor for chain-words, down): tex 1380-1382, "Its word graph at level r has the length-r words as vertices and the length-(r+1) words as edges, from prefix to suffix." `language X n` is the words read at position 0 from points of X (all words, for sh
SAME-GRADE+UNION2	ms-compress-1,ms-traces-3	078684fc2a60,078684fc2a60	078684fc2a60	1382	definition	definition	key		Call an edge cyclic if it lies on a directed cycle, and say the subshift satisfies the cycle condition if every edge of every word graph is cyclic.	rows/ms-compress-1.tsv: ms-compress-1 (census successor for chain-words, down): tex 1383-1384, "Call an edge cyclic if it lies on a directed cycle, and say the subshift satisfies the cycle condition if every edge of every word graph is cyclic." `IsCyclicEdge X r w` is w an edge and a directed path (
SAME-GRADE	ms-compress-1	4bb19e581840	4bb19e581840	1432	formalized	formalized	key		Such maps preserve the cycle condition, since cycles map to closed walks.	rows/ms-compress-1.tsv: ms-compress-1 (census successor for chain-itinerary, down): tex 1432-1433, "Such maps preserve the cycle condition, since cycles map to closed walks." Along the printed route: a symbol map sends word-graph edges to edges, walks to walks (`reflTransGen_wordEdge_comp`) and so c
SAME-GRADE	ms-compress-1	fe2bd83087c0	fe2bd83087c0	1429	formalized	formalized	key		Let $\pi_m\colon X\to X_m$ be their itinerary subshifts, and let $Y_m$ be the cores just constructed. Refinement gives one-block factor maps $\rho_{lm}\colon X_	rows/ms-compress-1.tsv: ms-compress-1 re-grade of chain-itinerary's partial row (chain-itinerary down): tex 1429-1432, "Let π_m: X → X_m be their itinerary subshifts, and let Y_m be the cores just constructed. Refinement gives one-block factor maps ρ_lm: X_l → X_m." The residual of the old row ("the
SAME-GRADE	ms-compress-1	ed348643e2ad	ed348643e2ad	1433	formalized	formalized	key		Thus $\rho_{lm}(Y_l)\subseteq Y_m$, and	rows/ms-compress-1.tsv: ms-compress-1 re-grade of chain-itinerary's partial row (chain-itinerary down): tex 1433-1438, "Thus ρ_lm(Y_l) ⊆ Y_m, and Y_* = ⋂_m π_m⁻¹(Y_m), π_m(Y_*) = ⋂_{l≥m} ρ_lm(Y_l)." The old residual ρ_lm(Y_l) ⊆ Y_m is `oneBlock_image_itineraryCore_subset`. Its proof uses the cyclic-
SAME-GRADE	ms-compress-1	807793f12a5e	807793f12a5e	1439	formalized	formalized	key		The second equality follows from compactness in the fibers.	rows/ms-compress-1.tsv: ms-compress-1 re-grade of chain-itinerary's partial row (chain-itinerary down): tex 1439, "The second equality follows from compactness in the fibers." The old residual (the instance for the cores) is `itinerary_image_generalCore`: `itinerary_image_inverseLimitCore` applied t
SAME-GRADE	ms-compress-1	042966c81c7e	042966c81c7e	1456	formalized	formalized	key		Pull back the symbolic defects to cover $X\setminus Y$ by their translates.	rows/ms-compress-1.tsv: ms-compress-1: tex 1456, "Pull back the symbolic defects to cover X∖Y by their translates." Along the printed route: Q = π_S⁻¹(reachableCylinderUnion X_S r b) for chain-subshift's noncyclic-edge defect is clopen with T(Q) ⊆ Q; a noncyclic window of π_S(x) at position i gives
SAME-GRADE	ms-compress-2	b2365e8ebb86	b2365e8ebb86	568	formalized	formalized	key	rows/ms-compress-2.tsv cites no landed commit; its declarations are defined and compiled at origin	So $UP=PU$, and correspondingly $\opnorm{\operatorname{Ad}(V_n(u))P_n-P_n\operatorname{Ad}(V_n(u))}\to0$.	rows/ms-compress-2.tsv: ms-compress-2: tex 568-569 (proof of thm:transport), "So UP=PU, and correspondingly ||Ad(V_n(u))P_n - P_n Ad(V_n(u))|| -> 0"; re-grade: the row named manuscriptSentence_movedFixedSpaceInclusionAndProjectionOrder, a fixed-space lemma on a Hilbert space that states neither clau
SAME-GRADE	ms-compress-2	bdceff578c1b	bdceff578c1b	479	definition	definition	key		Fix a faithful nondegenerate representation of $B$ on a Hilbert space $\mathcal H$, and let $\operatorname{Fix}\pi(L)$ be the space of vectors fixed by $\pi(L)$	rows/ms-compress-2.tsv: ms-compress-2: tex 479-481 (proof of lem:kazhdan-projection-order), "Fix a faithful nondegenerate representation of B on a Hilbert space H"; at printed generality: every unital C*-algebra B in every universe (universal GNS representation when B is nontrivial, the zero represe
SAME-GRADE	ms-compress-2	e425c4fecaee	e425c4fecaee	485	formalized	formalized	key		Since $U^*PU$ is the orthogonal projection onto $U^*\operatorname{Fix}\pi(L)$, it follows that $U^*PU\le P$.	rows/ms-compress-2.tsv: ms-compress-2: tex 486-487 (proof of lem:kazhdan-projection-order), "Since U*PU is the orthogonal projection onto U* Fix pi(L), it follows that U*PU <= P"; closed carrier on the Hilbert space: U*PU is a star projection, its fixed vectors are exactly U* Fix pi(L), and U*PU <=
SAME-GRADE	ms-compress-3	b0058fab44d8	b0058fab44d8	630	formalized	formalized	key		Discard the coordinates on which a fixed projection lift of \(q\) vanishes; infinitely many remain, and on them there are ranks \(r_n\ge1\), an identification o	rows/ms-compress-3.tsv: lem:central-corona-corner statement (tex 630-636 at 68481e4d7) at the printed generality: every projection lift, retained coordinates exactly the nonvanishing set, card r_k = rank(q_n) >= 1, identifications, W, corona equation. LANDED 69f7c6533 (probe 0913-170801-84248 GREEN,
SAME-GRADE	ms-compress-4	7778d54e679f	7778d54e679f	660	formalized	formalized	key		If every operator norm asymptotic representation \((V_n)\) of \(G\) satisfies \(\hsnorm{V_n(k)-1}\to0\) for all \(k\in K\), then every corona homomorphism from	rows/ms-compress-4.tsv: ms-compress-4: tex 660-662 (thm:normal-kazhdan), "If every operator norm asymptotic representation (V_n) of G satisfies ||V_n(k)-1||_2 -> 0 for all k in K, then every corona homomorphism from G is trivial on K"; the printed definition (tex 410-414) requires V_n(1)=1, so the h
SKIP	ms-compress-4,sec2-sentences	LINE:709,fb1df1a24e3f	fb1df1a24e3f	708	formalized	carrier,formalized	only-candidate; key	unknown status	So	
REPLACE	ms-core-1	715cbd0f3410	715cbd0f3410	1534	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.CoreRingReflectionProofClosed	Apply the preceding argument to the unital map $r\mapsto\varphi(rE_{11})$ into this corner.	rows/ms-core-1.tsv: ms-core-1 (conditional-baseline sweep): tex 1534-1535 thm:core-ring-reflection proof, 'Apply the preceding argument to the unital map r -> phi(rE_11) into this corner', at R_X -> R_Y with nothing assumed: the unital map r -> phi(r E_ii) into the directly finite corner kills I (ki
REPLACE	ms-core-1	30a44485e5e8	30a44485e5e8	1535	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.CoreRingReflectionProofClosed	Multiplication by the other matrix units shows that $\varphi$ kills $M_m(I)$.	rows/ms-core-1.tsv: ms-core-1 (conditional-baseline sweep): tex 1535-1536 thm:core-ring-reflection proof, 'Multiplication by the other matrix units shows that phi kills M_m(I)', at R_X with nothing assumed: every unital map from M_m(R_X) to a directly finite ring kills the kernel of M_m(R_X) -> M_m(
REPLACE	ms-core-1	f2baa4a46f78	f2baa4a46f78	1536	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.CoreRingReflectionProofClosed	Its quotient $M_m(R_Y)$ is LEF, as follows entrywise from finite ring tables.	rows/ms-core-1.tsv: ms-core-1 (conditional-baseline sweep): tex 1536-1537 thm:core-ring-reflection proof, 'Its quotient M_m(R_Y) is LEF, as follows entrywise from finite ring tables', closed from coreModelsLEFStatement (b7e521e57) and IsLEFRing.matrix. Supersedes chain-reflection's 'R_Y LEF pending
REPLACE	ms-core-1	b180421b55ab	b180421b55ab	1439	partial	partial	key	carrier not root-reachable at origin 4c3d9dd02 (compiled, outside the GroupApproximation import closure): GroupApproximation.Manuscript.NonMFSentences.ChainCoreItineraryClosed	The sets on its right decrease and satisfy the cycle condition; finite language stabilization proves that their intersection does too.	rows/ms-core-1.tsv: ms-core-1 (conditional-baseline sweep): tex 1439-1441 lem:chain-core-models proof, 'The sets on its right decrease and satisfy the cycle condition; finite language stabilization proves that their intersection does too', as the closed endpoint printedItineraryIntersectionCycleCond
REPLACE	ms-core-1	c99bf0bdb029	c99bf0bdb029	1447	partial	formalized	key		Chain recurrence passes to factors, so $Y\subseteq Y_*$.	rows/ms-core-1.tsv: ms-core-1 (conditional-baseline sweep): tex 1447 lem:chain-core-models proof, 'Chain recurrence passes to factors, so Y subset Y_*', along the printed route: chainRecurrentSet_subset_generalCore applies mapsTo_chainRecurrentSet along each itinerary factor pi_m. Supersedes hull-eu
REPLACE+UNION2	ms-core-1,ms-traces-3	ded9e9646e4b,ded9e9646e4b	ded9e9646e4b	1408	partial	formalized	key		Compactness makes $Y_0$ nonempty, and all its words belong to $X$, so $Y_0\subseteq X$.	rows/ms-core-1.tsv: ms-core-1 (conditional-baseline sweep): tex 1402 lem:chain-core-models proof, 'Compactness makes Y_0 nonempty, and all its words belong to X, so Y_0 subset X': coreSubshift_nonempty (nested nonempty closed retained subshifts) and coreSubshift_subset. Supersedes chain-subshift's '
REPLACE+UNION2	ms-core-1,ms-traces-3	f7c8d8aab016,f7c8d8aab016	f7c8d8aab016	1406	partial	formalized	key		It is nonempty, and $Z_{r+1}\subseteq Z_r$, since a higher-level cycle projects to a closed walk at a lower level.	rows/ms-core-1.tsv: ms-core-1 (conditional-baseline sweep): tex 1402 lem:chain-core-models proof, 'It is nonempty, and Z_{r+1} subset Z_r, since a higher-level cycle projects to a closed walk at a lower level': retainedSubshift_nonempty and retainedSubshift_succ_subset. Supersedes chain-subshift's '
REPLACE	ms-core-2	c825bc73828a	c825bc73828a	1444	partial	formalized	key		Thus $R_{Y_*}$ is an increasing union of LEF rings and is LEF.	rows/ms-core-2.tsv: "R_{Y_*} is an increasing union of LEF rings and is LEF" (tex 1444-1445) along the printed route. Its two hypotheses are proved: subshiftCycleConditionLEFInput (tex 1386, ms-traces-3's isLEFRing_clopenCrossedProduct_of_cycleCondition) and subshiftCoreCycleConditionInput (tex 1411
REPLACE	ms-core-2	2df08eeac3cb	2df08eeac3cb	1442	partial	formalized	key		Coefficient pullback gives injective unital maps of crossed products, and every locally constant function is constant on a sufficiently fine partition.	rows/ms-core-2.tsv: "Coefficient pullback gives injective unital maps of crossed products, and every locally constant function is constant on a sufficiently fine partition" (tex 1442-1444): pullback along a surjective factor map is injective (the unital map is chain-core's ClopenCrossedProduct.comap
SAME-GRADE	ms-core-2	e6626f95fede	e6626f95fede	1447	formalized	formalized	key		Conversely, if $x\in Y_*$, choose $\mathcal P_m$ with mesh below $\varepsilon$.	rows/ms-core-2.tsv: "Conversely, if x in Y_*, choose P_m with mesh below epsilon" (tex 1447-1448). LANDED 0bdeb7074 [census merge 4c3d9dd02]
SAME-GRADE	ms-core-2	2583cbd0c0f2	2583cbd0c0f2	1449	formalized	formalized	key		A sufficiently accurate closed chain at $\pi_m(x)$ makes the zero-coordinate symbol of each next point equal the one-coordinate symbol of the preceding point.	rows/ms-core-2.tsv: "A sufficiently accurate closed chain at pi_m(x) makes the zero-coordinate symbol of each next point equal the one-coordinate symbol of the preceding point" (tex 1449-1451): windowRel 0 through chainStep_windowRel_iff. LANDED 0bdeb7074 [census merge 4c3d9dd02]
SAME-GRADE	ms-core-2	3b218f92cd81	3b218f92cd81	1451	formalized	formalized	key		Lift the intermediate points arbitrarily to $X$, with both endpoint lifts equal to $x$.	rows/ms-core-2.tsv: "Lift the intermediate points arbitrarily to X, with both endpoint lifts equal to x" (tex 1451-1452): induction over every lift. LANDED 0bdeb7074 [census merge 4c3d9dd02]
SAME-GRADE	ms-core-2	fb195144e5c2	fb195144e5c2	1452	formalized	formalized	key		Consecutive lifts satisfy the $\varepsilon$-chain condition because they lie in the same partition atom after shifting.	rows/ms-core-2.tsv: "Consecutive lifts satisfy the epsilon-chain condition because they lie in the same partition atom after shifting" (tex 1452-1454). LANDED 0bdeb7074 [census merge 4c3d9dd02]
SAME-GRADE	ms-core-2	8921296d639a	8921296d639a	1454	formalized	formalized	key		Hence $Y_*=Y$.	rows/ms-core-2.tsv: "Hence Y_* = Y" (tex 1454); Y subset Y_* by hull-euler's mapsTo_chainRecurrentSet along pi_m and chain-subshift's isChainRecurrent_iff_mem_coreSubshift. LANDED 0bdeb7074 [census merge 4c3d9dd02]
REPLACE	ms-core-2	d8e1a694d87c	d8e1a694d87c	1372	partial	formalized	key		The set $Y$ is nonempty, closed and invariant, and $R_Y$ is LEF.	rows/ms-core-2.tsv: lem:chain-core-models first sentence (tex 1372), "The set Y is nonempty, closed and invariant, and R_Y is LEF", as the closed endpoint printedChainCoreModelsFirstSentence (#audit_closed_axioms propext, Classical.choice, Quot.sound). Nonempty through coreSubshift_nonempty on the i
SAME-GRADE	ms-core-3	50c5dd41dff4	50c5dd41dff4	1689	formalized	formalized	key		For kernel matrices, include all entries of their deviations and inverse deviations in $F$.	rows/ms-core-3.tsv: [census override SUPERSEDE: this lane's rows at 50c5dd41dff4 are replaced by GroupApproximation.ClopenCrossedProduct.coreKernelElementaryStatement_holds GroupApproximation.ClopenCrossedProduct.printedInvolutionLocalization_closed (ms-core-4 owner supersede (report 21:32), main's
SAME-GRADE	ms-core-3	5c06eec5555b	5c06eec5555b	1690	formalized	formalized	key		Scalar conjugation then gives the unitized corner kernels.	rows/ms-core-3.tsv: [census override SUPERSEDE: this lane's rows at 5c06eec5555b are replaced by GroupApproximation.ClopenCrossedProduct.coreKernelElementaryStatement_holds GroupApproximation.ClopenCrossedProduct.printedInvolutionLocalization_closed (ms-core-4 owner supersede (report 21:32), main's
SAME-GRADE+UNION2	ms-core-3,ms-units	1c114e2c4209,LINE:1689	1c114e2c4209	1691	formalized	formalized	key; match 1.00>0.43		Over $\F_2$, the finite matrix argument in Theorem~\ref{thm:core-mf-radical} puts $wI_n$ in $\EL_n(R_X)$ for $n\ge2$; it also proves local finiteness of $K_1(I)	rows/ms-core-3.tsv: [census override SUPERSEDE: this lane's rows at 1c114e2c4209 are replaced by GroupApproximation.ClopenCrossedProduct.coreKernelElementaryStatement_holds GroupApproximation.ClopenCrossedProduct.printedInvolutionLocalization_closed (ms-core-4 owner supersede (report 21:32), main's
SAME-GRADE	ms-core-3	275bedb28f9f	275bedb28f9f	1345	definition	definition	key		Let $X$ be a nonempty compact metrizable zero-dimensional space, and let $T\colon X\to X$ be a homeomorphism.	rows/ms-core-3.tsv: ms-core-3: tex 1345, "Let $X$ be a nonempty compact metrizable zero-dimensional space, and let $T\colon X\to X$ be a homeomorphism." X is the carrier type and T : X ≃ₜ X; the printed hypotheses are the instance binders [MetricSpace X] [CompactSpace X] [TotallyDisconnectedSpace X]
SAME-GRADE	ms-core-3	752564275a33	752564275a33	1346	definition	definition	key		For a finite field $k$, put	rows/ms-core-3.tsv: ms-core-3: tex 1345-1350, "For a finite field $k$, put" plus the unnumbered display R_X = LC(X,k) ⋊_T ℤ, u f u^-1 = f ∘ T^-1, which the splitter drops. ClopenCrossedProduct T k is SkewMonoidAlgebra (ClopenCoeff T k) (Multiplicative ℤ) with ofAdd j • f = f ∘ T^(-j); unit_mul_coeff
