a2-action-kernels-are-recursive		
a2-boone-higman-via-rs-two-graph-full-groups		
free-centre-by-metabelian-corner-kernel-is-the-torsion	**ESTABLISHED** (lane proof, inline; not independently reviewed). The one outside input	
free-centre-by-metabelian-group-of-rank-two-is-linear	**ESTABLISHED** by `free-centre-by-metabelian-rank-two-linearity-proof` (lane proof,	
free-centre-by-metabelian-group-of-rank-two-satisfies-pbh	**ESTABLISHED** by `free-centre-by-metabelian-rank-two-pbh-via-linearity` (lane proof,	
free-centre-by-metabelian-groups-are-linear	**ESTABLISHED** by `free-centre-by-metabelian-linearity-via-gamma-seven-quotient`	
free-centre-by-metabelian-groups-linear-iff-residually-finite		
free-centre-by-metabelian-groups-satisfy-boone-higman		
free-centre-by-metabelian-linear-modulo-exterior-square-kernel	**ESTABLISHED** (lane proof, elementary, inline below; not independently reviewed; no	
free-centre-by-metabelian-linearity-via-gamma-seven-quotient		
free-centre-by-metabelian-rank-two-linearity-proof		
free-centre-by-metabelian-rank-two-pbh-via-linearity		
free-crossed-leavitt-k-gate-is-a-farrell-jones-instance	**ESTABLISHED** (lane proof, bh-algebra, a corollary of the route of	
free-factor-system-stabilizers-distortion-citation		
free-factor-system-stabilizers-distortion-dichotomy		
free-group-boundary-shift-is-quantum-rigid	**ESTABLISHED** (lane proof, elementary; bh-invent-12, 2026-09-18; not independently reviewed; no	
free-group-boundary-shift-rigidity-proof		
free-group-boundary-shifts-are-quantum-rigid	**ESTABLISHED** through `free-group-boundary-shift-rigidity-proof` (lane bh-g2-fixedpoint-b,	
free-group-coset-wreaths-satisfy-pbh-proof		
free-group-coset-wreaths-satisfy-pbh	**ESTABLISHED** by `free-group-coset-wreaths-satisfy-pbh-proof` (lane proof, not	
free-groups-have-no-pair-finite-actions-with-fg-stabilizers	**ESTABLISHED** (lane proof, elementary, not reviewed). No novelty claimed; the	
free-kernel-extensions-stay-in-the-permutational-class-proof		
free-kernel-extensions-stay-in-the-permutational-class	**ESTABLISHED** through `free-kernel-extensions-stay-in-the-permutational-class-proof`.	
free-minimal-triangle-permutive-sft-exists		 | **Payoff.** By `permutive-triangle-sfts-are-quantum-rigid` (reviewed PASS), such an `Ω` is quantum rigid. Its
free-minimal-zn-derived-full-groups-are-never-fp	**OPEN** (stated in the expected negative direction; the printed source asks whether	 | PASS) settles one family of free minimal `Z^d` actions. For `N = 1` the answer is
free-permutational-products-preserve-pbh-proof		
free-permutational-products-preserve-pbh	**ESTABLISHED** by `free-permutational-products-preserve-pbh-proof` (lane proof,	
free-product-boundary-groupoids-carry-the-vertex-group-homology	**ESTABLISHED** (lane proof, bh-free-60, 2026-09-18; elementary apart from the imported	
free-product-finite-factor-contracting-rsg-proof		
free-product-hom-orbit-faithfulness-proof		
free-product-hom-orbits-of-relative-automorphisms-are-faithful	**ESTABLISHED** through `free-product-hom-orbit-faithfulness-proof`. Elementary lane	
free-products-of-hyperbolic-groups-are-contracting-rsgs	**ESTABLISHED** by `hyperbolic-free-product-contracting-rsg-proof` (lane `bh-free-23`, lane	
free-products-with-a-finite-factor-are-contracting-rsgs	**ESTABLISHED** by `free-product-finite-factor-contracting-rsg-proof` (lane `bh-free-23`,	
free-products-with-z-inherit-m2-from-universal-points		
free-shift-houghton-envelopes-local-stability-proof		 | Lane proof. Referee a PASS (`research/artifacts/gq-referee-a-free-shift-houghton-envelopes-and-regular-enumera
free-shift-houghton-like-envelopes-are-not-fp	**ESTABLISHED** by `free-shift-houghton-envelopes-local-stability-proof`, a lane proof that is elementary.	 | Referee a PASS (`research/artifacts/gq-referee-a-free-shift-houghton-envelopes-and-regular-enumerations.md`, |    `regular-enumerations-can-make-near-shift-free-product` (refereed PASS, afbbd1818).
free-times-z-carries-a-minimal-free-sft		
fsym-by-odometer-group-on-the-integers-is-fp-proof		
fsym-by-odometer-group-on-the-integers-is-fp	**ESTABLISHED** by `fsym-by-odometer-group-on-the-integers-is-fp-proof` (lane proof, elementary given the cited	
fsym-containing-fp-groups-are-pinned-by-finitely-many-equations	**ESTABLISHED** (lane proof, elementary, written inline; not independently reviewed; no priority claimed — the	
fsym-extensions-lift-fp-via-pair-transitive-stable-subgroups	**ESTABLISHED** (lane proof, elementary, proved below; not independently reviewed; no priority claimed).	
full-corner-copies-of-q-force-central-rational-scalars	**ESTABLISHED** (lane proof, elementary, inline below; not reviewed; no novelty claimed —	
full-group-label-length-bounds-distortion	**ESTABLISHED** (lane proof below, elementary, not independently reviewed; no priority claimed, the	
full-shift-topological-full-group-is-residually-finite-proof		
full-shift-topological-full-group-is-residually-finite	**ESTABLISHED** by `full-shift-topological-full-group-is-residually-finite-proof` (lane proof,	
full-shift-topological-full-groups-are-torsion-locally-finite	**ESTABLISHED** (lane proof by `bh-free-06`; not independently reviewed). No	
fw-inputs-admit-no-twisted-normalizing-genuine-shell-action	**ESTABLISHED** by `fw-twisted-normalizing-shell-action-proof` (lane proof, elementary;	 | gq-referee-a PASS for finitely generated `P`, `research/artifacts/gq-referee-a-fw-inputs-admit-no-twisted-norm
fw-inputs-pass-window-zero-only-via-proper-self-embeddings-proof		
fw-inputs-pass-window-zero-only-via-proper-self-embeddings	**ESTABLISHED** by `fw-inputs-pass-window-zero-only-via-proper-self-embeddings-proof`. Lane proof, elementary modulo the Delorme–Guichardet theorem 	
fw-twisted-normalizing-shell-action-proof		
fw-window-zero-descending-sign-forces-trivial-core	**ESTABLISHED** by `fw-window-zero-descending-sign-proof` (lane proof, elementary, not	
fw-window-zero-descending-sign-proof		
g-free-z-acts-locally-faithfully-on-horofunction-boundary	**ESTABLISHED** (lane proof below, elementary, not independently reviewed).	
garside-decorated-groupoids-hide-artin-groups-in-isotropy	**ESTABLISHED** (lane proof, elementary, not reviewed). This corrects the same	
garside-odometer-groups-have-simple-finite-index-commutator	**REFUTED** (2026-09-18, by the same lane) by	
generic-shells-have-infinitely-generated-singular-ideals	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
genuine-action-shell-envelopes-generalize-the-regular-shell	**ESTABLISHED** by `genuine-action-shell-generalization-proof`	
genuine-action-shell-generalization-proof		
germ-host-class-closed-under-sectioned-ascending-hnns	**ESTABLISHED** (lane proof `germ-host-class-hnn-closure-proof`; not reviewed; no priority	
germ-host-class-hnn-closure-proof		
germ-hosts-contain-no-free-finite-state-tree-groups	**ESTABLISHED** (lane proof below; the only literature input is Sidki's theorem, cited and	
germ-rate-homomorphism-test-proof		
germ-rate-homomorphism-tests-germ-extension-finiteness	**ESTABLISHED** by `germ-rate-homomorphism-test-proof` (lane proof, elementary, not	
germ-steinberg-algebras-over-v-are-fg-central-simple	**ESTABLISHED** (lane proof, elementary given the cited inputs, not reviewed; no priority	
gl-n-f2t-bh-via-horner-resolvent-leavitt-tensor		
gl-n-f2t-embeds-in-fp-simple-group		
gl-n-q-embeds-in-fp-simple-group		
graded-renormalization-gives-ternary-toeplitz-factor-proof		
graded-renormalization-gives-ternary-toeplitz-factor	**ESTABLISHED** by `graded-renormalization-gives-ternary-toeplitz-factor-proof` (lane proof, bh-free-01,	
graph-houghton-bh-via-eventually-rigid-g-automorphisms		
graph-houghton-groups-embed-in-eventually-rigid-g-automorphisms	**ESTABLISHED** (lane proof, elementary given one cited theorem; not reviewed; no priority claimed).	
graph-houghton-groups-satisfy-boone-higman		
graphical-small-cancellation-inputs-satisfy-boone-higman		
grigorchuk-fp-amenable-group-boone-higman-proof		
grigorchuk-fp-amenable-group-satisfies-boone-higman	**ESTABLISHED** (lane proof, `grigorchuk-fp-amenable-group-boone-higman-proof`; not	
grigorchuk-group-embeds-in-fp-residually-finite-group		
grigorchuk-groups-lie-in-one-point-germ-extensions-of-v	**ESTABLISHED** (lane proof below, elementary apart from the cited Bieri–Strebel theorem; not	
grigorchuk-supergroup-fp-amenable-hnn-satisfies-boone-higman	**ESTABLISHED** (lane proof below; elementary; not reviewed; no priority claimed).	
group-algebras-embed-in-shell-essential-algebras	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
groupoid-lifts-of-central-extensions-need-no-invariant-measure	**ESTABLISHED** (lane proof, elementary, not reviewed). No priority claimed.	
gupta-torsion-element-survives-modulo-gamma-seven-citation		
gupta-torsion-element-survives-modulo-gamma-seven		
hall-quotient-avoids-v-circle-groups-and-periodic-ends	**ESTABLISHED** (lane `bh-solvable`, lane proof). Part 1 uses Higman's theorem, read at	
hard-self-similar-groups-via-self-similar-kms-modules		
hard-slope-thompson-groups-have-no-piecewise-projective-hosts	**ESTABLISHED** (lane proof, not reviewed; a two-line combination of the required nodes).	
height-two-bs-tower-is-not-residually-finite	**ESTABLISHED** (elementary; no novelty claimed; not yet refereed).	
higman-chain-configuration-reduction-proof		
higman-chain-group-pbh-iff-chain-configuration	**ESTABLISHED** by `higman-chain-configuration-reduction-proof` (lane proof, not reviewed;	
higman-closure-theorems-inapplicable-proof		
higman-group-embeds-in-no-lodha-moore-or-monod-group	**ESTABLISHED** (corollary; lane proof, not independently reviewed). It adds no	
higman-group-satisfies-boone-higman		
higman-images-in-brick-hosts-have-iterated-log-growth	**ESTABLISHED** (lane proof, elementary, not independently reviewed; no priority	
hnn-extensions-split-over-their-vertex-group-via-the-double	**ESTABLISHED** (elementary; no novelty claimed for item 1, which is standard Bass--Serre theory;	
hnn-stages-add-no-complexity-beyond-edge-distortion	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed). Item 5(c) uses a	
homeo-cantor-has-dense-free-subgroups-without-fg-stabilizers	**ESTABLISHED** (lane proof, elementary, not reviewed). No novelty claimed: dense free	
homeomorphism-group-mixed-identities-depend-only-on-closure	**ESTABLISHED** (lane proof, bh-free-08, 2026-09-18; elementary plus Tarski–Seidenberg; not reviewed; no priority claimed. Part 2 is also known thro	
homogeneous-conjugation-invariants-vanish-on-bs-bases	**ESTABLISHED** by `homogeneous-invariants-vanish-on-bs-bases-proof` (lane proof,	
homogeneous-invariants-vanish-on-bs-bases-proof		
horner-resolvent-leavitt-tensor-k1-k2-vanish		
houghton-groups-embed-in-thompson-v-proof		
houghton-groups-embed-in-thompson-v	**ESTABLISHED** through `houghton-groups-embed-in-thompson-v-proof` (elementary; not	
houghton-like-envelope-fp-pins-the-enumeration-by-near-relators	**ESTABLISHED** (lane proof, bh-free-48, not independently reviewed, no priority claimed). The proof is below.	
houghton-like-envelopes-have-fp-germs-iff-fp-near-shift-group	**ESTABLISHED** by `houghton-like-germ-groups-are-index-zero-products-proof`. This is a lane proof. Its inputs are elementary, plus two Σ-invariant i	 | *Referee a PASS for items 1–4 (`research/artifacts/gq-referee-a-houghton-like-envelopes-have-fp-germs-iff-fp
houghton-like-envelopes-lift-finite-presentation-from-germs	**REFUTED** by `free-shift-houghton-like-envelopes-are-not-fp` item 4 (lane proof, bh-map 2026-09-18). Counterexample: `G = E_nu(Z)` with a free-shift	
houghton-like-explicit-presentation-from-fp-g-proof		
houghton-like-fp-spectrum-is-closed-under-multiplication	**ESTABLISHED** (lane proof, written inline, elementary given the cited nodes and Mallery--Zaremsky	
houghton-like-germ-groups-are-index-zero-products-proof		
houghton-like-groups-are-strongly-shift-similar	**ESTABLISHED** by `houghton-like-groups-strongly-shift-similar-citation` (citation import, read at source). Referee b PASS	
houghton-like-groups-strongly-shift-similar-citation		
hyperbolic-free-product-contracting-rsg-proof		
hyperbolic-groups-have-fg-subgroups-with-two-double-cosets	**ESTABLISHED** (lane proof; not reviewed; no priority claimed).	
hyperbolic-groups-in-b-a-proof		
hyperbolic-groups-lie-in-the-permutational-class	**ESTABLISHED** by `hyperbolic-groups-in-b-a-proof` (lane proof: a read-off from a literature	 | proof plus landed closure nodes). Referee a (proof gaps): PASS, | nit N1 applied. Referee b (citations): PASS,
hyperbolic-groups-quasi-isometrically-embed-in-fp-simple-groups		
hyperbolic-groups-undistortedly-embed-in-fp-simple-groups	**ESTABLISHED** by `hyperbolic-undistorted-fp-simple-embedding-proof` (lane proof, not independently	
hyperbolic-kac-moody-lattices-are-torsion-locally-finite		
hyperbolic-kac-moody-torsion-lf-proof		
hyperbolic-pcf-rational-nekrashevych-groups-are-f-infinity	**ESTABLISHED** (lane proof `bh-free-06`; it applies `wreath-recursion-thompson-groups-inherit-fn`	
hyperbolic-undistorted-fp-simple-embedding-proof		
imprimitive-braid-groups-b-e-e-n-lie-in-the-pbh-class-proof		
imprimitive-braid-groups-b-e-e-n-lie-in-the-pbh-class	**ESTABLISHED** through `imprimitive-braid-groups-b-e-e-n-lie-in-the-pbh-class-proof`.	
infinite-kazhdan-group-in-wobbling-group-of-product-of-trees		
infinite-shift-higman-compiler		
infinite-shift-similar-groups-need-not-be-strongly-shift-similar	**ESTABLISHED** (lane proof, elementary, below; not independently reviewed; no priority claimed). A bounded	
integral-affine-halving-stabilizers-are-finitely-generated	**ESTABLISHED** (lane proof, not reviewed). It uses two classical inputs, recalled and not	
integral-affine-splitting-types-have-finitely-many-tuple-orbits	**ESTABLISHED** (lane proof, not reviewed; elementary).	
integral-affine-structure-group-is-finitely-presented	**ESTABLISHED** (lane proof, not reviewed; elementary). No priority claimed.	
integral-counting-group-avoids-leavitt-linear-simple-hosts	**ESTABLISHED** (route `integral-counting-group-hosts-proof`; lane proof by bh-free-26,	
integral-counting-group-hosts-proof		
integral-linear-one-host-via-elementary-shift-group		
integral-linear-one-host-via-fp-elementary-thompson-group		
integral-linear-one-host-via-twisted-integral-affine-full-group		
interval-exchange-pl-groups-act-with-type-a-on-breakpoints	**ESTABLISHED** (lane proof, elementary, not reviewed; no novelty claimed).	
interval-spherical-brown-criterion-proof		
interval-spherical-brown-criterion	**ESTABLISHED** by `interval-spherical-brown-criterion-proof` (lane proof, assembling the	 | `abstract-twisted-bt-type-fn-colored-stein-proof`). Referee c (independent second pass): **PASS**, | Referee b (citations): **PASS** (68ed8a399), with Brown 1984 unread at source. It is a variant of Brown's
irreducible-jnc-tree-lattices-pbh-via-bader-shalom		
irreducible-tree-lattices-with-jnc-closures-are-pbh	**ESTABLISHED** through `irreducible-jnc-tree-lattices-pbh-via-bader-shalom`	
katsura-one-vertex-actions-are-odometers-proof		
katsura-one-vertex-actions-are-odometers	**ESTABLISHED** through `katsura-one-vertex-actions-are-odometers-proof`. Lane proof (bh-cool), elementary, not	
kazhdan-almost-v-central-v-elements-proof		
kazhdan-central-aperiodic-parts-in-2v-carry-no-measure	**ESTABLISHED** (lane proof, elementary from the required nodes; not reviewed; no	
kazhdan-central-elements-of-2v-have-slope-free-periodic-points	**ESTABLISHED** (lane proof, elementary given Farley's theorem; not reviewed; no	
kazhdan-groups-avoid-full-groups-of-subexponential-actions	**ESTABLISHED** (lane proof, bh-algebra, elementary, not reviewed; no priority claimed).	
kazhdan-inputs-need-one-ended-nonamenable-wobbling-scaffolds	**ESTABLISHED** (lane proof, bh-gate-u-wobble; elementary except the cited facts; not reviewed; no priority	
kazhdan-simple-groups-act-only-on-exotic-2d-buildings	**ESTABLISHED** for items 1–3, given the cited imports. Lane proof, elementary; not reviewed; no priority	
kazhdan-subgroups-of-almost-v-have-no-central-v-elements	**ESTABLISHED** by `kazhdan-almost-v-central-v-elements-proof` (referee-a PASS, research/artifacts/gq-referee-a-kazhdan-almost-v-central-and-normal-ge	 | from landed nodes plus the revealing-pair structure of elements of `V`; gq-referee-b PASS, research/artifacts/
kazhdan-subgroups-of-brin-thompson-groups-are-finite		
kazhdan-subgroups-of-brin-thompson-groups-have-finite-center		
kazhdan-subgroups-of-fp-simple-groups-can-have-infinite-centre	**ESTABLISHED** (lane proof, elementary; the Kazhdan property of the real Jacobi group is recalled, not re-read at source; no priority claimed).	
khanh-ara-cortinas-hypotheses-hold-for-leavitt-tensor-hosts		
km-building-open-subgroups-have-infinite-bi-index	**ESTABLISHED** through `km-building-open-subgroups-bi-index-proof`. Checked once by the	
km-building-open-subgroups-have-infinite-ht-orbits	**ESTABLISHED** through `km-building-open-ht-orbits-from-bi-index-proof`. Checked once by the	
km-negative-completion-building-open-dichotomy-proof		
km-negative-completion-building-open-dichotomy	**ESTABLISHED** through `km-negative-completion-building-open-dichotomy-proof` (lane	
kms-central-configurations-transient-proof		
kms-configuration-modules-carry-self-similar-structures	**REFUTED** (09-18, bh-free-25, the author of this node) by	
kms-configuration-modules-have-trivial-coinvariants	**ESTABLISHED** by the proof below (lane bh-free-25, 2026-09-18; elementary, not	
kms-self-similarity-must-make-central-configurations-transient	**ESTABLISHED** by `kms-central-configurations-transient-proof` (lane proof, elementary	
kojima-sheng-two-generator-torsion-criterion-fails-in-v	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
kourovka-7-19-explicit-fp-simple-group-with-non-pr-word-problem		
kourovka-7-19-via-hard-type-a-actor		
kourovka-7-19-via-small-cancellation-bh		
labbe-tiles-admit-periodic-quantum-tilings-at-every-scale		 |   - *General lesson* (gq-referee-a PASS, 834cfa8c3).
lagrangian-brin-thompson-group-is-finitely-presented		
lagrangian-thompson-group-contains-deligne-lattice	**ESTABLISHED** (lane proof, not reviewed; textbook inputs on the Lagrangian	
lagrangian-thompson-group-is-finitely-presented		
lamp-digit-modules-give-self-similar-semidirect-products	**ESTABLISHED** by the proof below (lane bh-free-25, 2026-09-18; elementary, not	
lamp-wreath-representation-of-2609-01868-is-not-faithful	**ESTABLISHED** (lane proof below, elementary; source read at arXiv:2609.01868v1 main.tex; no priority	
lamp-wreaths-over-cyclic-cosets-of-f2-lie-in-b-a	**ESTABLISHED** by `lamp-wreaths-over-cyclic-cosets-of-f2-proof` (lane proof, elementary; not	
lamp-wreaths-over-cyclic-cosets-of-f2-proof		
lamp-wreaths-over-psl2-tree-vertices-lie-in-b-a	**ESTABLISHED** by `lamp-wreaths-over-psl2-tree-vertices-proof` (lane proof; not	
lamp-wreaths-over-psl2-tree-vertices-proof		
lamplighters-in-v-show-near-action-neatness-is-no-bh-obstruction	**ESTABLISHED** (lane proof, elementary, not reviewed; no novelty claimed. Cornulier,	
lampshuffler-bases-lift-no-shift-for-one-ended-inputs	**ESTABLISHED** (lane proof, elementary, proved below; not independently reviewed; no priority claimed).	
last-section-ascending-hnns-embed-in-rover-nekrashevych-groups	**ESTABLISHED** (lane proof, elementary, written below; not reviewed; no priority	
last-section-f-infinity-tail-bh-proof		
leavitt-copy-centralizing-units-are-self-doubling	**ESTABLISHED** (lane proof, bh-gln-centralizer, elementary; not reviewed; no priority claimed).	
leavitt-pair-unit-hosts-contain-their-own-squares	**ESTABLISHED** (lane proof, bh-major-product, 2026-09-18; elementary; not independently	
leavitt-resolvent-ring-has-two-sided-division	**ESTABLISHED** (lane proof, elementary, inline; not reviewed; no novelty claimed).	
leavitt-square-unit-group-is-fp-simple-and-acyclic		
leavitt-square-units-have-conp-parity-p-complete-word-problem		 | by bh-free-02 (math PASS, e0faf3f03, artifact
leavitt-square-units-mod-p-complete-word-problem		
leavitt-square-units-wp-complexity-proof		
leavitt-stabilization-kernel-avoids-corner-and-index-subgroups	**ESTABLISHED** (lane proof, short corollaries of `leavitt-stabilization-kernels-are-one-step`	
leavitt-steinberg-hosts-must-live-in-the-stabilization-kernel	**ESTABLISHED** (lane proof; not reviewed; no novelty claimed). Part 1 reuses the	
leavitt-swindle-kills-deligne-center-in-ring-induced-hosts	**ESTABLISHED** through `symplectic-leavitt-swindle-proof`. Lane proof: elementary group	
leavitt-tensor-k-theory-is-carried-by-nil-groups	**ESTABLISHED** (lane proof by bh-free-26, 2026-09-18, elementary apart from standard facts on	
leavitt-tensor-unit-counting-cap-proof		
leavitt-tensor-unit-groups-lie-in-the-permutational-class	**ESTABLISHED** (lane proof, bh-major-product, 2026-09-18; not independently reviewed; no	
leavitt-tensor-unit-word-problems-have-one-counting-quantifier	**ESTABLISHED** (route `leavitt-tensor-unit-counting-cap-proof`; lane proof by bh-free-26,	
leavitt-tensors-of-2-power-completions-are-z-crossed-products	**ESTABLISHED** (lane proof, bh-algebra, elementary, not reviewed).	
leavitt-unit-commuting-with-a-leavitt-copy-gives-q-in-units	**ESTABLISHED** (lane proof, bh-major-gln, elementary, not reviewed; no priority claimed).	
lescure-kh-exact-sequence-for-algebraic-cuntz-pimsner-rings		
li-coded-certificates-cannot-reach-hard-sft-hosts	**ESTABLISHED** (lane proof, bh-g3-libridge 2026-09-18, inline below; not independently	
li-garside-criterion-fails-on-artin-monoid-omega-infinity	**ESTABLISHED** (lane proof, not reviewed). This is a record of why a route fails, not a	
lift-ideal-membership-is-decided-along-paths-proof		
lift-ideal-membership-is-decided-along-paths	**ESTABLISHED** by `lift-ideal-membership-is-decided-along-paths-proof` (lane proof by bh-free-02,	
lift-presentability-is-invariant-under-level-regrouping-proof		
lift-presentability-is-invariant-under-level-regrouping	**ESTABLISHED** by `lift-presentability-is-invariant-under-level-regrouping-proof` (lane proof, elementary; it	 | refereed; no priority claimed). Referee a (proof gaps) PASS: `research/artifacts/gq-referee-a-level-regrouping
lift-presentable-groups-closed-under-products-and-wreaths	**ESTABLISHED** (lane proof below, elementary; uses Theorem A of	
lift-presentation-passes-to-invariant-subalphabets-proof		
lift-presentation-passes-to-invariant-subalphabets	**ESTABLISHED** by `lift-presentation-passes-to-invariant-subalphabets-proof` (lane proof by	
lift-presented-automaton-groups-satisfy-boone-higman-proof		
lift-presented-automaton-groups-satisfy-boone-higman	**ESTABLISHED** by `lift-presented-automaton-groups-satisfy-boone-higman-proof`	 | (lane proof, elementary given the cited inputs; no priority claimed). Referee a (proof gaps) PASS: `research/a
lifted-odd-roots-of-the-odometer-doubled-by-the-baker-map	**REFUTED** (full target) by `no-free-q-odd-action-by-v-has-a-doubling-intertwiner`: no single doubling element serves all odd q, so there is no Q ⋊	
limit-groups-over-hyperbolic-bh-proof		
limit-groups-over-hyperbolic-groups-satisfy-boone-higman	**ESTABLISHED** by `limit-groups-over-hyperbolic-bh-proof` (lane proof, not reviewed;	
limit-set-escaping-forces-infinitely-many-double-cosets	**ESTABLISHED** (lane proof; elementary Gromov-hyperbolic estimates, inline; not	
limits-of-isolated-groups-basic-closure	**ESTABLISHED** (lane proof below, elementary, not reviewed; no priority claimed; the	
linear-activity-automata-can-have-non-fp-nekrashevych-groups	**ESTABLISHED** (lane proof below, from `loop-retraction-forces-fp-eventual-section-groups`; no priority	 | claimed). Referee a (proof gaps) PASS: `research/artifacts/gq-referee-a-loop-retraction-linear-activity-persis
linear-activity-odometer-automaton-has-fp-nekrashevych-group	**ESTABLISHED** (lane proof below via `relator-complexity-descent-gives-free-splitting`; no	 | Referee a (proof gaps) PASS: `research/artifacts/gq-referee-a-cycling-relators-odometer-automaton-and-descent.
ln-completion-word-problem-reduces-to-base-algebra	**ESTABLISHED** through `ln-completion-word-problem-reduction-proof`.	
ln-completions-of-noninjective-recursions-proof		
local-lemma-cannot-certify-multiscale-recurrence		
locally-moving-groups-first-l2-betti-proof		
locally-moving-groups-have-vanishing-first-l2-betti-number	**ESTABLISHED** by `locally-moving-groups-first-l2-betti-proof` (lane proof, bh-free-13, 2026-09-18; not	
locally-quasiconvex-hyperbolic-groups-have-no-type-a-actions	**ESTABLISHED** (lane proof; not reviewed; no priority claimed).	
lodha-moore-groups-embed-in-lodha-circle-group-proof		
lodha-moore-groups-embed-in-lodha-circle-group	**ESTABLISHED** through `lodha-moore-groups-embed-in-lodha-circle-group-proof`. It rests on	
lodha-moore-groups-with-quadratic-breakpoints-satisfy-bh		
lodha-simple-circle-group-has-a-type-a-action	**ESTABLISHED** (lane proof, elementary, not reviewed; no novelty claimed).	
lodha-simple-group-s-is-two-generated-proof		
lodha-simple-group-s-is-two-generated	**ESTABLISHED** by `lodha-simple-group-s-is-two-generated-proof` (lane proof, bh-free-13, 2026-09-18; not	
loop-braid-distortion-from-free-factor-systems-proof		
loop-braid-groups-are-distorted-in-aut-free-groups	**ESTABLISHED** through `loop-braid-distortion-from-free-factor-systems-proof`. This is a lane proof: a short	
loop-retraction-forces-fp-eventual-section-groups-proof		
loop-retraction-forces-fp-eventual-section-groups	**ESTABLISHED** by `loop-retraction-forces-fp-eventual-section-groups-proof` (lane proof, elementary; it uses	 | arXiv:1712.05361 §5). Referee a (proof gaps) PASS: `research/artifacts/gq-referee-a-loop-retraction-linear-ac
lossless-monomial-recursions-give-simple-completions-proof		
lossless-monomial-recursions-give-simple-completions	**ESTABLISHED** through `lossless-monomial-recursions-give-simple-completions-proof` (lane proof,	
low-complexity-mapping-class-groups-are-continuous-automatic	**ESTABLISHED** (lane proof, not reviewed; no priority claimed). Proof:	
low-complexity-mcg-continuous-automatic-proof		
m2-envelopes-via-free-product-with-z		
mapping-class-groups-are-continuous-automatic	**OPEN** in general. Settled for low complexity; see below.	
maslov-cantorizations-have-no-finite-dissection-type		
maslov-no-finite-dissection-type-proof		
master-route-needs-only-topological-freeness	**ESTABLISHED** (lane bh-g3-topfree, 2026-09-18; elementary audit of established nodes, not	
mif-free-product-automorphism-ascending-hnn-is-pbh	**ESTABLISHED** through `mif-free-product-ascending-hnn-pbh-proof`. Not	
mihailova-centralizing-hnn-extensions-embed-in-fp-simple-groups		
minimal-dihedral-actions-in-brin-thompson-groups-are-free-proof		
minimal-dihedral-actions-in-brin-thompson-groups-are-free	**ESTABLISHED** by `minimal-dihedral-actions-in-brin-thompson-groups-are-free-proof` (lane proof, elementary, not reviewed; no novelty claimed).	
minimal-free-sft-via-minimal-self-simulation-of-squares		
minimal-piecewise-full-group-derived-subgroup-is-simple		
minimal-sfts-with-a-finite-modification-are-not-quantum-rigid		
mixed-identities-encode-normal-closure-commutation	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed).	
mixed-radix-prefix-replacement-groups-omit-baumslag-solitar	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).	
monomial-renormalization-compiler-gives-dilation-groups-in-nv	**ESTABLISHED** through `monomial-renormalization-compiler-proof`. Elementary lane proof	
monomial-renormalization-compiler-proof		
mosher-suffix-uniqueness-continuity-proof		
mosher-suffix-uniqueness-gives-continuous-inverse-normal-forms	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed). Proof:	
multi-ended-branch-actions-are-boundary-sandwiched	**ESTABLISHED** by `multi-ended-weakly-branch-actions-sandwich-proof`. For branch groups this is exactly Matte Bon–Nekrashevych–Zheng's "first key	
multi-ended-weakly-branch-actions-sandwich-proof		
mz-germ-finite-presentation-lifts-to-the-envelope		
n-adic-lodha-moore-groups-embed-in-piecewise-projective-group		
n-adic-lodha-moore-groups-have-no-analytic-tree-coding-proof		
n-adic-lodha-moore-groups-have-no-analytic-tree-coding	**ESTABLISHED** through `n-adic-lodha-moore-groups-have-no-analytic-tree-coding-proof` (lane	
negative-base-pisot-stein-groups-are-contracting-rsgs-proof		
negative-base-pisot-stein-groups-are-contracting-rsgs	**ESTABLISHED** (route `negative-base-pisot-stein-groups-are-contracting-rsgs-proof`; lane proof, not reviewed; no	
negative-base-pisot-stein-groups-are-finitely-presented	**ESTABLISHED** (lane proof, not reviewed; no priority claimed).	
nekrashevych-fp-iff-cycle-germ-groups-fp-proof		
nekrashevych-fp-iff-cycle-germ-groups-fp	**ESTABLISHED** by `nekrashevych-fp-iff-cycle-germ-groups-fp-proof` (lane proof, elementary; no priority	 | claimed). Referee a (proof gaps) PASS: `research/artifacts/gq-referee-a-nekrashevych-fp-iff-cycle-germ-groups-
neumann-alternating-product-group-embeds-in-fp-rf-group		
neumann-doubling-host-candidate	**ESTABLISHED** for the stated properties. **REFUTED as a host:** the host is not finitely	
neumann-doubling-host-is-not-fp	**ESTABLISHED** (elementary; written inline by lane bh-free-59, not independently	
neumann-group-is-locally-finite-by-z-and-not-fp	**ESTABLISHED** (elementary; written inline by lane bh-free-59, not independently	
neumann-projective-host-candidate	**ESTABLISHED** for items (1)–(3). **REFUTED as a host:** `Γ_P` is not finitely presented, by the	
